Species	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D2	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E12	E2	E3	E4	E5	E6	E7	E8	E9	F1	F10	F11	F12	F2	F3	F4	F5	F6	F7	F8	F9	G1	G10	G11	G12	G2	G3	G4	G5	G6	G7	G8	G9	H1	H10	H11	H12	H2	H3	H4	H5	H6	H7	H8	H9	ITS1f	ITS4	ITS4-IT	ITS4A	gITS7
Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Sebacina;?	101915	0	0	0	65	6	23	8	37	5	1	0	14413	0	0	0	663	4	5	9	7	0	0	0	4883	0	2	1	8	9	12	10	11	0	4	0	13	1	0	0	0	17	6	8	3	0	4	0	10	0	0	1	16	0	6	4	6	0	0	0	12	0	0	0	9	10	5	487	3	0	2	0	13	0	0	0	3	1	8	1	4	0	58	0	7	0	0	0	137	6	7	2	539	0	0	2	0	834	0	171	0
Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Sebacina;Sebacina sp	47	0	0	27	42	18	24	16	65967	21	17	2	6252	394	0	0	32711	43	311	30	16	36	135	3	56098	19	18	8	24	21374	961	10	444	0	16	3	33	1	0	86	117	28105	12	18	20	1	439	1	18	87	0	6	22	1	69	12	683	0	2	7	16150	0	0	0	10	3	30	1017	1391	32	0	2	23	0	1	0	140	5	30583	12	521	1	1	0	3495	6	0	0	1134	203	11	13	328	30	0	137	0	2267	0	358	0
Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinales Group B;?;?	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	3	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	8	0	0	0	19	0	0	0	0	0	0	0	0	4	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Thelephorales;?;?;?	2	0	0	0	2	1	2	1	218	0	0	0	0	0	0	0	1	4	0	2	0	3	4	0	1	8	0	0	0	0	61	0	2	0	1	0	2	0	0	0	1	1	13	0	1	0	0	0	2	0	0	0	0	0	2462	49	0	0	768	0	10	0	0	0	0	2	12716	72	1	0	0	0	1	0	2	0	2	2	5	0	1	0	0	0	2	0	0	0	3	2	4	0	0	0	0	0	0	65	0	19	0
Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;?	44	0	0	0	6	292	1	68	4	149	2	0	648	0	0	0	118	73	366	4	64	31	57	0	9	0	0	0	27	27	40	29	294	58	4	390	432	24	0	0	27	21	8	1351	1685	6	24	0	4047	1	13	137	23	0	64	32	2664	376	2	3	16990	0	0	0	15	10	39	61	3	565	4	24	2102	0	0	0	29	2	4	734	17	49	1	0	50	0	0	0	40	879	2	33	67	1	0	121	0	271	0	54	0
Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella africana	1	0	0	0	1	1	3	1	1	2	0	0	0	0	0	0	1	3	12	0	3	0	0	0	2	0	0	0	6	15	11	3	13	0	0	0	0	1	0	0	1	94	3	3	2	0	0	0	2	0	0	0	2	0	1	3	2	0	36	0	1	0	0	0	524	9	570	129	0	0	0	1	2	0	0	0	4869	0	2	0	0	0	0	0	5	0	0	0	3	390	0	1	0	0	0	1	0	107	0	15	0
Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella afrostuposa	13	0	0	0	8	27	7	140	4	5	0	0	3	0	0	0	6	34	76	5	6	156	3	0	10	0	0	0	7	0	109981	6	5	0	5	1	13	0	0	0	2	27	15	3	2	15	4	0	14	2	0	0	56	0	10	5	3	0	0	0	6	0	0	0	13	2	13	157	1	54	0	0	13	0	0	0	16	4	4	1	7	38	0	0	10	0	0	0	69	376	0	0	4	4	0	2	0	349	0	92	0
Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella agbassaensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella agereri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella brunneocystidia	358	0	0	8	5	62657	6	8	0	0	18	1	5	0	0	0	2	4	6	7	1	4	42	0	1	0	0	0	3	10929	9	8	2	0	7	40	7	2	0	43	1	269	35	4	50	0	6	0	11	0	11	2	2	0	3	3	27	0	0	2	4	0	0	0	6	3	4	211	5	1	971	0	5	0	0	0	32	0	2	1	1	0	1	0	5	1	0	0	21	3	0	0	1	0	0	37	0	332	0	67	0
Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella sp	6002	0	0	0	291	8	2024	4	65	1	2	0	21	0	0	0	14	296	3	2	52	3	1	18	11	0	0	0	247	218	43	0	0	0	0	11	4	0	11	2	189	490	3	2	2	0	342	0	2	0	1	0	27	0	4	2	1121	0	0	0	12	0	0	0	3	30	5	72	3	0	0	0	6	0	0	0	0	266	3	2	4	1	0	0	3	0	0	0	18	188	0	2	11	0	0	10	0	84	0	13	0
Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella sp SYN 970	2	0	0	0	2	6	0	0	1	1	0	0	0	0	0	0	6	0	216	6	0	15	3	0	1	0	0	0	1	7	137	0	0	0	1	12	2	0	0	0	0	5	20286	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	2	4	59	0	0	0	0	1	0	0	0	28	2	0	0	0	0	0	0	2	0	0	0	6	4	6	1	0	0	0	1	0	91	0	10	0
Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;unidentified;Thelephoraceae sp	0	0	0	0	0	0	0	0	1	0	0	310	0	0	0	0	0	52	30	0	0	1	2	0	0	0	0	0	0	3	5	0	1	0	0	28	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	1790	0	1	0	0	1	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	15	0	3	0
Fungi;Basidiomycota;Agaricomycetes;Trechisporales;?;?;?	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	58	0	280	0	0	0	2	107	4	0	0	0	0	0	0	0	0	1	2	0	5	16	0	0	0	0	11	0	0	0	2	0	0	1	13	1	2	0	1	0	0	0	503	0	6	3	0	0	0	0	0	0	0	0	51	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0
Fungi;Basidiomycota;Agaricomycetes;unidentified;unidentified;?;?	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;unidentified;unidentified;unidentified;Agaricomycetes sp	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	3	11	1	0	0	2	28	25	0	0	0	0	1	0	5	0	13	0	1	26	1	0	0	0	0	5	0	61	0	30	0	0	4	2	2	5	7	0	1	4	19	42	0	0	5	0	0	0	2	4	2	0	0	0	0	0	2	0	0	0	17	0	0	0	9	78	0	0	7	0	0	0	19	0	0	22	1	12	0	3	0	1	0	1	0
Fungi;Basidiomycota;Agaricostilbomycetes;?;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;unidentified;unidentified;Atractiellales sp	2	0	2	0	2	38	102	2	93	3	35	106	0	0	0	0	3	221	54	318	48	5	342	2	1	1	0	0	48	12	124	1	304	1	553	457	72	36	0	0	79	72	2	2	2548	0	163	1	3	0	17	0	295	0	116	1	34	2	0	0	7	0	0	0	2	6	2	12	1	116	4	1	4	0	0	0	15	225	8	2	0	768	5	0	0	2	0	0	15	2	0	16	1	339	2	25	0	90	0	30	0
Fungi;Basidiomycota;Exobasidiomycetes;Entylomatales;Entylomataceae;Entyloma;Entyloma microsporum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Exobasidiomycetes;Exobasidiales;Exobasidiaceae;Exobasidium;Exobasidium sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Exobasidiomycetes;Incertae sedis;Incertae sedis;Meira;Meira nashicola	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Exobasidiomycetes;Incertae sedis;Incertae sedis;Meira;Meira sp 4 YHW_2013	6	0	0	0	1	7	164	105	0	2	0	42	6	3	0	0	60	3	203	17	217	25	7	78	602	0	0	0	6	16	6	9	12	10	15	67	63	5	7	0	15	2	30	75	266	12	23	1	253	2	0	7	8	0	55	12	8	8	3	69	23	0	0	0	21	18	20	6	27	37	0	47	34	0	0	0	115	206	201	110	10	21	1	0	11	0	0	0	144	22	0	23	13	54	1	20	0	18	0	10	0
Fungi;Basidiomycota;Exobasidiomycetes;Incertae sedis;Incertae sedis;Meira;Meira sp VegaE2_32	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Exobasidiomycetes;Incertae sedis;Incertae sedis;Tilletiopsis;Tilletiopsis minor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1355	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	5	0	3	0
Fungi;Basidiomycota;Exobasidiomycetes;Microstromatales;Microstromataceae;Sympodiomycopsis;Sympodiomycopsis paphiopedili	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Exobasidiomycetes;Microstromatales;Quambalariaceae;Quambalaria;Quambalaria simpsonii	0	0	0	0	0	7	0	0	1	0	0	17	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	37	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Fungi;Basidiomycota;Incertae sedis;?;?;?;?	0	0	0	0	211	2	0	2	0	55	0	0	0	0	0	0	15	0	0	0	15	1	0	0	3	2	0	0	0	3	1	0	512	0	1	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	46	8	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	2	0	0	0	1	1	0	0	8323	0	0	0	0	100	0	7	0
Fungi;Basidiomycota;Incertae sedis;Malasseziales;Incertae sedis;Malassezia;Malassezia globosa	0	0	0	0	16	0	16	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	10	69	1	0	0	0	0	5	0	399	1	0	1	0	9	0	0	0	1	1	1	457	0	0	0	15	0	0	0	1	0	1	1	2	0	0	0	2	0	0	0	0	0	3	12	0	0	0	1	3	0	0	0	0	21	1	0	0	0	0	0	1	0	0	0	4	0	0	5	677	0	0	1	0	5	0	1	0
Fungi;Basidiomycota;Incertae sedis;Malasseziales;Incertae sedis;Malassezia;Malassezia restricta	13	0	0	0	630	23	135	111	282	333	3	9	5	25	0	0	83	12	98	11	1633	6	5	16	474	17	0	0	2	5	57	704	2406	1	1	9	71	86	2	0	3	23	23	110	5041	17	2	1	306	1	0	7	6	0	15	312	1671	19	7	2	21	0	0	0	18	6	37	228	8	10	3	2	49	0	0	0	58	84	1808	7	147	7	0	0	12	0	0	0	60	42	14	3	24210	7	1	5	0	454	0	76	0
Fungi;Basidiomycota;Incertae sedis;Malasseziales;Incertae sedis;Malassezia;Malassezia sp	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	5	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	5	1	6	1	0	2	0	0	0	0	0	22	1	0	0	0	2	1	0	0	0	0	0	0	27	0	0	1	0	0	0	0	0	1	62	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Incertae sedis;Malasseziales;Incertae sedis;Malassezia;Malassezia sympodialis	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	632	0	0	0	0	6	0	1	0
Fungi;Basidiomycota;Incertae sedis;Malasseziales;unidentified;unidentified;Malasseziales sp	2	0	0	0	50	10	25	87	283	189	1	0	1	10	0	1	16	3	0	0	431	9	1	22	224	6	0	0	3	2	12	574	908	0	0	4	13	27	0	0	0	3	3	61	791	1	7	0	125	0	0	4	10	0	2	0	850	0	0	1	10	0	0	0	7	2	9	65	87	17	0	0	26	0	0	0	7	0	517	1	8	0	1	0	3	0	0	0	16	1	7	0	2099	0	0	4	0	49	0	18	0
Fungi;Basidiomycota;Microbotryomycetes;?;?;?;?	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	58	1	0	0	0	0	4	0	91	0	1	0	0	0	1	10	0	0	0	1	52	0	601	0	22	0	13	0	0	0	2	2	55	0	16	0	1	0	0	0	0	0	0	0	22	143	0	0	0	0	0	0	0	0	0	0	1	48	25	0	1	0	6	0	0	0	8	0	0	77	17	0	1	5	0	7	0	5	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;?;?;?	5	0	0	0	0	1	0	0	80	0	0	0	2	0	0	0	1	4	0	0	0	0	95	0	1	0	0	0	7	6	14	0	0	0	0	0	1	6	0	1	0	2	122	0	111	0	23	0	0	0	0	0	0	0	25	0	7	0	0	0	6	0	0	0	0	6	4	3	53	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	1	0	0	0	6	0	1	0	0	0	0	0	0	5	0	1	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Incertae sedis;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Incertae sedis;Rhodosporidium;Rhodosporidium diobovatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Incertae sedis;Rhodosporidium;Rhodosporidium fluviale	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	43	0	0	0	36	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	1	0	0	0	0	0	1	1	0	22	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Incertae sedis;Rhodosporidium;Rhodosporidium lusitaniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Incertae sedis;Rhodosporidium;Rhodosporidium paludigenum	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	11	10	0	0	0	12	0	0	0	0	0	25	2	55	0	0	0	10	0	0	2	0	0	20	34	41	0	136	0	174	0	2	0	0	0	0	0	26	441	0	0	3	0	0	0	0	0	0	0	36	1	0	7	0	0	0	0	0	0	1	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Incertae sedis;Rhodotorula;Rhodotorula cycloclastica	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Incertae sedis;Rhodotorula;Rhodotorula graminis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	106	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Incertae sedis;Rhodotorula;Rhodotorula lysiniphila	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Incertae sedis;Rhodotorula;Rhodotorula mucilaginosa	0	0	0	0	0	0	0	0	0	6	33	67	0	0	0	0	0	0	143	16	0	1	0	45	0	0	0	0	7	1	137	17	1	0	0	3	0	0	0	0	0	0	0	2	0	1	4	0	0	0	0	0	1	0	11	2	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	5	10	0	0	3	0	0	2	0	4	0	1	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Incertae sedis;Rhodotorula;Rhodotorula nothofagi	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Incertae sedis;Sporobolomyces;Sporobolomyces beijingensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Incertae sedis;unidentified;Sporidiobolales sp	0	0	0	0	0	1	0	0	1	0	0	9	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	0	0	0	11	6	0	0	0	6	0	0	96	0	0	0	0	0	0	0	7	4	0	1	2	65	0	0	1	0	0	0	0	0	3	1	1	22	0	0	0	4	0	0	0	6	0	0	10	7	0	0	0	0	0	0	0	1	38	0	10	20	0	1	1	0	3	0	1	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;unidentified;unidentified;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;unidentified;unidentified;Sporidiobolales sp	16	0	0	0	0	8	0	1	1	0	0	0	1	0	0	0	0	20	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	2	0	0	0	4	0	0	0	0	1	0	0	12	0	0	0	12	2	4	1	0	0	0	1	8	0	0	0	19	0	1	3219	19	2	0	0	4	0	0	0	49	39	0	0	1	17	0	7	0	13	0	7	0
Fungi;Basidiomycota;Tremellomycetes;?;?;?;?	5	0	2	0	0	4	0	0	0	0	0	0	2	0	0	0	13	25	59	0	0	0	0	0	0	0	0	0	2	0	61	0	3	0	3	0	8	0	0	0	1	46	24	0	0	0	34	0	0	0	0	0	1	0	21	0	69	40	1	0	1	0	0	0	0	0	41	5	0	0	0	0	1	0	0	0	4	0	0	1	20	75	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	3	0	2	0
Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Cystofilobasidium;Cystofilobasidium infirmominiatum	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Udeniomyces;Udeniomyces pannonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Incertae sedis;?;?	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	42	0	2	0	0	0	0	0	0	157	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0
Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;?;?;?	0	0	0	0	0	0	0	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	53	0	0	0	0	0	0	1	0	0	0
